bankroll,bet,stop_loss,mode,success_rate,fail_rate,neutral_rate,score
107,4,0.7,percent,0.458,0.542,0.0,-0.08400000000000002
107,6,0.8,percent,0.45,0.55,0.0,-0.10000000000000003
108,4,0.7,flat,0.484,0.516,0.0,-0.03200000000000003
108,3,0.8,flat,0.465,0.535,0.0,-0.07
108,4,0.8,flat,0.452,0.548,0.0,-0.09600000000000003
108,3,0.7,flat,0.451,0.549,0.0,-0.09800000000000003
108,5,0.8,flat,0.434,0.566,0.0,-0.13199999999999995
108,4,0.8,percent,0.463,0.537,0.0,-0.07400000000000001
108,6,0.8,percent,0.461,0.539,0.0,-0.07800000000000001
108,3,0.8,percent,0.459,0.541,0.0,-0.08200000000000002
108,6,0.7,percent,0.457,0.543,0.0,-0.08600000000000002
108,3,0.7,percent,0.454,0.546,0.0,-0.09200000000000003
109,5,0.7,flat,0.471,0.529,0.0,-0.05800000000000005
109,3,0.8,flat,0.465,0.535,0.0,-0.07
109,4,0.8,flat,0.463,0.537,0.0,-0.07400000000000001
109,3,0.7,flat,0.451,0.549,0.0,-0.09800000000000003
109,3,0.9,flat,0.45,0.55,0.0,-0.10000000000000003
109,4,0.9,percent,0.475,0.525,0.0,-0.050000000000000044
109,3,0.7,percent,0.463,0.537,0.0,-0.07400000000000001
109,4,0.8,percent,0.458,0.542,0.0,-0.08400000000000002
109,10,0.7,percent,0.452,0.548,0.0,-0.09600000000000003
109,3,0.8,percent,0.449,0.551,0.0,-0.10200000000000004
110,3,0.8,flat,0.475,0.525,0.0,-0.050000000000000044
110,5,0.8,flat,0.463,0.537,0.0,-0.07400000000000001
110,4,0.7,flat,0.458,0.542,0.0,-0.08400000000000002
110,3,0.7,flat,0.455,0.545,0.0,-0.09000000000000002
110,5,0.9,flat,0.452,0.548,0.0,-0.09600000000000003
110,3,0.7,percent,0.464,0.536,0.0,-0.07200000000000001
110,4,0.8,percent,0.464,0.536,0.0,-0.07200000000000001
110,5,0.7,percent,0.46,0.54,0.0,-0.08000000000000002
110,5,0.8,percent,0.459,0.541,0.0,-0.08200000000000002
110,4,0.7,percent,0.45,0.55,0.0,-0.10000000000000003
111,3,0.8,flat,0.476,0.524,0.0,-0.04800000000000004
111,3,0.7,flat,0.47,0.53,0.0,-0.06000000000000005
